5.473852711398554186e-04,7.431314307002049495e-04,1.006434967839710563e-03,1.560223049108678400e-03,2.023114871243800964e-03,2.607743248438083514e-03,3.481857194747600085e-03,4.480925840000287395e-03,5.652155164278653901e-03,7.200027524629752304e-03,1.040312035791589144e-02,1.297447885631051144e-02,1.624066765222326875e-02,2.306656749576834614e-02,2.838961210391032289e-02,3.475911794047178982e-02,4.848727238697626146e-02,5.935170766638632467e-02,7.278129293017619739e-02,1.210360065953784703e-01,1.454005667405076641e-01,1.936465366656605902e-01,2.490997556354067055e-01,3.186506433659416215e-01,3.781313918058739620e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
4.906016903836613865e-04,6.685333645603911161e-04,9.239317105268847388e-04,1.479909588743892352e-03,1.923038596641866082e-03,2.498340988072577252e-03,3.232146885800548340e-03,4.040777469380061465e-03,5.050820510712042237e-03,6.298666656752873079e-03,8.992876050670063973e-03,1.097168253514446690e-02,1.369780190712537211e-02,1.948156442520411133e-02,2.424951552632125668e-02,3.007269086123719182e-02,4.204577414043440126e-02,5.157543801662645838e-02,6.307516740324864424e-02,1.055022732321709567e-01,1.273452365915257456e-01,1.704881840794763292e-01,2.203145281118717158e-01,2.852121269878702403e-01,3.419128179069220730e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
6.591308371276831043e-04,9.031070025574221543e-04,1.196466984689781949e-03,1.836935304002119962e-03,2.337729182934855827e-03,2.964247390094431299e-03,3.917905124669692277e-03,4.948479775472541635e-03,6.175494666467591307e-03,7.653113717709187670e-03,1.101328796507756481e-02,1.372693290069922252e-02,1.712772032167333286e-02,2.435142366826206772e-02,3.017088594241817620e-02,3.703731097941937583e-02,5.150364320618304459e-02,6.310516561819178027e-02,7.711015710753875430e-02,1.277751112867858141e-01,1.532815785463225999e-01,2.035020820315840695e-01,2.602206449650633080e-01,3.321363977565403025e-01,3.929277164157982116e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.578076131969150189e-04,8.048025571944396458e-04,1.086622149693610567e-03,1.659589534412808220e-03,2.162246437658076927e-03,2.795186004785027260e-03,3.603086156412267822e-03,4.627668590770725454e-03,5.789530143095842664e-03,7.210986676839815056e-03,1.042952206541647268e-02,1.297680684326273613e-02,1.605440777855423815e-02,2.273088453071915940e-02,2.802661169794097573e-02,3.446586836451714930e-02,4.823387212826813625e-02,5.906813249902133356e-02,7.180573891348829285e-02,1.190239002986865774e-01,1.433451350878413577e-01,1.912820122628169917e-01,2.458759237532096298e-01,3.155678500374726192e-01,3.750346941572253456e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.619884226584708582e-04,7.895139355757922273e-04,1.072927812689353525e-03,1.728983677778132139e-03,2.273293612517709745e-03,2.867810918345444545e-03,3.756555447767390404e-03,4.755609462484475247e-03,5.903401398807561588e-03,7.473906406144839761e-03,1.073312955712826637e-02,1.317492182419507246e-02,1.638100567571951563e-02,2.329044324963225332e-02,2.882590074043825043e-02,3.533118235073517271e-02,4.909369732360065880e-02,6.002665026028959627e-02,7.326526347705636377e-02,1.212941796811056877e-01,1.462089560657183762e-01,1.946782580497844195e-01,2.495800697456757311e-01,3.189329515185417852e-01,3.786202729349708029e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
6.034098660403417174e-04,8.166378089238114472e-04,1.096464319993414914e-03,1.716163829156197845e-03,2.192878729112711714e-03,2.801109464432737471e-03,3.692086546719127674e-03,4.617050855129158603e-03,5.860030859326645011e-03,7.349161625295779453e-03,1.057095583975762275e-02,1.310345081205977966e-02,1.626744992069173099e-02,2.309158645107959457e-02,2.858279378631614284e-02,3.525923971354899544e-02,4.925712040792900454e-02,6.070180396688888702e-02,7.389402383647163119e-02,1.225395938619390501e-01,1.475655473680243246e-01,1.965915201667972623e-01,2.514687374373001383e-01,3.216856843999067461e-01,3.817718925970853272e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.356952475607174632e-04,7.345261324005186027e-04,9.835409284315926523e-04,1.540996014725405346e-03,1.963983795011667050e-03,2.452198798859181982e-03,3.233672880303054345e-03,4.102924361206812705e-03,5.140962882958566293e-03,6.487850635171106550e-03,9.141580883057193185e-03,1.138915701139396608e-02,1.409130248859099925e-02,1.985680170477087045e-02,2.455834644316758075e-02,3.019148411592297368e-02,4.209948539862064243e-02,5.150083097870501725e-02,6.300040853387255113e-02,1.051927660696861527e-01,1.270314267504648598e-01,1.709527638597058419e-01,2.209807031565383939e-01,2.854823903631095727e-01,3.424522558978246312e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.819491711842473408e-04,8.170526140731693447e-04,1.081877805306118634e-03,1.683755391640340271e-03,2.167451310373925272e-03,2.802509021388051823e-03,3.596646552221041248e-03,4.579300792350820930e-03,5.729562468562393422e-03,7.171451845938408426e-03,1.029940591264317216e-02,1.273857316243648050e-02,1.573893112630284433e-02,2.242218452368250833e-02,2.780040608892485679e-02,3.437194687782629127e-02,4.810135257537759973e-02,5.902644962552708319e-02,7.227718408542377349e-02,1.207690693467063925e-01,1.453852467169707563e-01,1.938683923041828461e-01,2.479020951053450827e-01,3.172044706697469962e-01,3.768562611607476631e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.733004507934092234e-04,7.959757651187195559e-04,1.059013404780230743e-03,1.657128453506303807e-03,2.175018014702777541e-03,2.774776162520167528e-03,3.633149047322219941e-03,4.651421490446864745e-03,5.884958956167113397e-03,7.405267154189046179e-03,1.068633909853408323e-02,1.327175591613784580e-02,1.652841265929935050e-02,2.335943378478159277e-02,2.897929287479037580e-02,3.595038303117965156e-02,5.020200029033514144e-02,6.182040469779093161e-02,7.521822221408606957e-02,1.246085915276094469e-01,1.496724502553750946e-01,1.988017216419258326e-01,2.539498878137536053e-01,3.241023136723391040e-01,3.840581340212718131e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
5.226571933737056593e-04,7.532235450382707229e-04,9.964401876113514970e-04,1.624290209103873561e-03,2.123037330941808607e-03,2.764878662744597176e-03,3.677892622789116599e-03,4.580920359822491725e-03,5.781357569750256511e-03,7.257751283624587144e-03,1.046226330438916087e-02,1.305996067376185427e-02,1.614830529471569451e-02,2.266699215079399574e-02,2.804513785722514974e-02,3.453271456845562193e-02,4.835049476689214087e-02,5.921556695811478616e-02,7.211818349123144678e-02,1.200695349658217198e-01,1.443027745908447290e-01,1.914731797590087381e-01,2.455301366793274653e-01,3.144521196623119574e-01,3.734767391122705837e-01,-1.000000000000000000e+00,-5.000000000000000000e+00
