-5.672218799591064453e-01,-7.477437496185302734e+00
-1.209285736083984375e+00,-6.936197280883789062e+00
-2.769670009613037109e+00,-3.509963512420654297e+00
-6.173472404479980469e-01,-6.871574878692626953e+00
-3.594213485717773438e+00,-1.030490684509277344e+01
-2.389226436614990234e+00,-4.251571178436279297e+00
-2.355628252029418945e+00,-4.773968696594238281e+00
-9.055545926094055176e-01,-7.171330451965332031e+00
-3.497997045516967773e+00,-7.943574428558349609e+00
-2.865990877151489258e+00,-7.478440761566162109e+00
-1.092796564102172852e+00,-4.550906181335449219e+00
-5.594159960746765137e-01,-1.054758262634277344e+01
-3.322129249572753906e+00,-7.782863616943359375e+00
-2.319385290145874023e+00,-1.032300662994384766e+01
-3.865631580352783203e+00,-9.581657409667968750e+00
-3.913863182067871094e+00,-9.793205261230468750e+00
-3.723954200744628906e+00,-1.158029747009277344e+01
-2.336489915847778320e+00,-4.868740081787109375e+00
-2.036963224411010742e+00,-1.028396129608154297e+01
-2.514341831207275391e+00,-1.027733707427978516e+01
-2.634764909744262695e+00,-1.062658214569091797e+01
-1.604975581169128418e+00,-5.848411083221435547e+00
-5.262056589126586914e-01,-1.013062858581542969e+01
-1.427120327949523926e+00,-4.547174453735351562e+00
-2.803049087524414062e+00,-1.119834518432617188e+01
-3.455907821655273438e+00,-1.091149520874023438e+01
-1.198960781097412109e+00,-8.604199409484863281e+00
-3.278097629547119141e+00,-5.531695842742919922e+00
-2.721175193786621094e+00,-7.446124076843261719e+00
-2.748864173889160156e+00,-3.403158903121948242e+00
-3.253937959671020508e+00,-7.131589889526367188e+00
-1.635663747787475586e+00,-6.123498916625976562e+00
-2.546315431594848633e+00,-7.261065006256103516e+00
-2.918060302734375000e+00,-5.459064960479736328e+00
-5.863165259361267090e-01,-5.812273979187011719e+00
-2.003010272979736328e+00,-7.316290378570556641e+00
-1.390661001205444336e+00,-3.224046707153320312e+00
-3.477747440338134766e+00,-4.973606586456298828e+00
-1.809989571571350098e+00,-9.190176010131835938e+00
-9.382102489471435547e-01,-4.310054779052734375e+00
-1.466190457344055176e+00,-3.510494947433471680e+00
-1.026244401931762695e+00,-7.137882709503173828e+00
-2.418280124664306641e+00,-7.863555908203125000e+00
-3.165989637374877930e+00,-1.059552383422851562e+01
-3.022682666778564453e+00,-1.049274539947509766e+01
-3.924732685089111328e+00,-1.169961357116699219e+01
-6.690540313720703125e-01,-1.141231536865234375e+01
-1.742739081382751465e+00,-5.891328811645507812e+00
-1.365531921386718750e+00,-6.747459411621093750e+00
-2.305223941802978516e+00,-3.390314579010009766e+00
-1.687974333763122559e+00,-1.072586441040039062e+01
-2.371842145919799805e+00,-4.017064094543457031e+00
-2.098218202590942383e+00,-3.483562231063842773e+00
-3.111438512802124023e+00,-1.030144500732421875e+01
-1.775232434272766113e+00,-8.758834838867187500e+00
-2.426116943359375000e+00,-8.427750587463378906e+00
-2.152985095977783203e+00,-4.964782238006591797e+00
-2.093588113784790039e+00,-4.737690925598144531e+00
-2.221425056457519531e+00,-6.880914211273193359e+00
-2.455558300018310547e+00,-1.191117763519287109e+01
-3.857634782791137695e+00,-8.869566917419433594e+00
-1.499663829803466797e+00,-3.925090074539184570e+00
-2.132249832153320312e+00,-1.026226043701171875e+01
-9.707860946655273438e-01,-4.081054687500000000e+00
-2.780498027801513672e+00,-9.702640533447265625e+00
-1.146951556205749512e+00,-6.163529872894287109e+00
-9.774670600891113281e-01,-7.553790092468261719e+00
-3.456270456314086914e+00,-8.878224372863769531e+00
-2.361958742141723633e+00,-5.006475925445556641e+00
-3.455796480178833008e+00,-9.686360359191894531e+00
-8.765590786933898926e-01,-8.720891952514648438e+00
-3.765350818634033203e+00,-6.444351196289062500e+00
-3.315642118453979492e+00,-5.199781417846679688e+00
-3.407743215560913086e+00,-8.850716590881347656e+00
-3.309790372848510742e+00,-7.480434417724609375e+00
-3.236567020416259766e+00,-7.576810359954833984e+00
-1.595693469047546387e+00,-1.112638282775878906e+01
-1.352823495864868164e+00,-9.634633064270019531e+00
-3.934982538223266602e+00,-1.117335796356201172e+01
-1.994556665420532227e+00,-5.388208866119384766e+00
-3.009937763214111328e+00,-8.594234466552734375e+00
-3.965919494628906250e+00,-7.253420352935791016e+00
-3.466303586959838867e+00,-4.405632972717285156e+00
-2.005383014678955078e+00,-6.669847965240478516e+00
-3.658296585083007812e+00,-5.648035526275634766e+00
-1.582301616668701172e+00,-5.998856067657470703e+00
-1.568814039230346680e+00,-5.507909774780273438e+00
-1.265236973762512207e+00,-8.091600418090820312e+00
-2.876138687133789062e+00,-5.461722373962402344e+00
